user_id,total_events,views,carts,purchases,unique_sessions,categories_browsed,brands_browsed,view_to_purchase_ratio,cart_to_purchase_ratio,events_per_session,purchase_conversion_rate,total_spend,avg_spend,spend_std,min_spend,max_spend,purchase_count,spend_range,spend_consistency,spending_per_day,avg_session_duration,total_session_time,max_session_duration,session_count,avg_events_per_session,total_revenue,avg_transaction,total_transactions,event_types_used,categories_purchased,brands_purchased,cluster,cluster_name,cluster_profile
519447668.0,4,4,0,0,2,2,1,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4416666666666667,2.8833333333333333,1.7,2,2.0,2513.1499999999996,628.2874999999999,4,1,2,1,1,Premium_Customers,"Highest spending, premium buyers"
519518092.0,7,7,0,0,1,1,3,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.866666666666666,5.866666666666666,5.866666666666666,1,7.0,127.52,18.217142857142857,7,1,1,3,2,Budget_Browsers,"Price-sensitive, largest segment"
519528062.0,5,5,0,0,1,2,2,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.116666666666666,6.116666666666666,6.116666666666666,1,5.0,1171.78,234.356,5,1,2,2,3,Category_Explorers,"Most diverse, high engagement"
519528230.0,2,2,0,0,1,1,1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,1,2.0,492.16,246.08,2,1,1,1,3,Category_Explorers,"Most diverse, high engagement"
519528791.0,4,4,0,0,1,1,2,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.633333333333334,4.633333333333334,4.633333333333334,1,4.0,83.3,20.825,4,1,1,2,2,Budget_Browsers,"Price-sensitive, largest segment"
519530528.0,1,1,0,0,1,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,197.55,197.55,1,1,1,1,0,Efficient_Buyers,"High conversion, moderate spending"
519533013.0,5,5,0,0,1,1,5,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.183333333333334,4.183333333333334,4.183333333333334,1,5.0,607.78,121.556,5,1,1,5,3,Category_Explorers,"Most diverse, high engagement"
519571471.0,3,3,0,0,3,1,1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,772.14,257.38,3,1,1,1,3,Category_Explorers,"Most diverse, high engagement"
519578504.0,2,2,0,0,1,2,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,1,2.0,487.16999999999996,243.58499999999998,2,1,2,2,1,Premium_Customers,"Highest spending, premium buyers"
519603657.0,1,1,0,0,1,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,189.01,189.01,1,1,1,1,2,Budget_Browsers,"Price-sensitive, largest segment"
